,author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,txt_lower_rm_nonalpha,txt_tokenized,txt_nostp,lemmatized,stemmed,cleaned,polarity
10,151848500,TomMcForex,False,1522,277,13728,48,2012-08-24 09:20:55+00:00, ,238928864821268480,en,0,0,0,0,TweetDeck,"I am short CAC, FTSE, NASDAQ eur/usd and aud/usd this morning via spot and binaries. Hoping for another leg lower here #Trading",i am short cac ftse nasdaq eurusd and audusd this morning via spot and binaries hoping for another leg lower here ,"['i', 'am', 'short', 'cac', 'ftse', 'nasdaq', 'eurusd', 'and', 'audusd', 'this', 'morning', 'via', 'spot', 'and', 'binaries', 'hoping', 'for', 'another', 'leg', 'lower', 'here']","['short', 'cac', 'ftse', 'nasdaq', 'eurusd', 'audusd', 'morning', 'via', 'spot', 'binaries', 'hoping', 'another', 'leg', 'lower']","['short', 'cac', 'ftse', 'nasdaq', 'eurusd', 'audusd', 'morning', 'via', 'spot', 'binary', 'hoping', 'another', 'leg', 'lower']","['short', 'cac', 'ftse', 'nasdaq', 'eurusd', 'audusd', 'morn', 'via', 'spot', 'binari', 'hope', 'anoth', 'leg', 'lower']",short cac ftse nasdaq eurusd audusd morn via spot binari hope anoth leg lower,"{'neg': 0.129, 'neu': 0.702, 'pos': 0.17, 'compound': 0.1779}"
11,385768970,KiteForex,False,1012,1728,4484,5,2012-08-24 08:48:06+00:00, ,238920609055256576,en,0,0,0,0,Facebook,EUR/USD  SELL  1.2564 AND 1.2611 WITH TP  1.2517 AND 1.2470 WITH SL 1.2658,eurusd  sell  12564 and 12611 with tp  12517 and 12470 with sl 12658,"['eurusd', 'sell', '12564', 'and', '12611', 'with', 'tp', '12517', 'and', '12470', 'with', 'sl', '12658']","['eurusd', 'sell', '12564', '12611', 'tp', '12517', '12470', 'sl', '12658']","['eurusd', 'sell', '12564', '12611', 'tp', '12517', '12470', 'sl', '12658']","['eurusd', 'sell', '12564', '12611', 'tp', '12517', '12470', 'sl', '12658']",eurusd sell 12564 12611 12517 12470 12658,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12,414259284,Tickmill,False,34156,125,25635,161,2012-08-24 07:36:06+00:00, ,238902486759530496,en,0,0,0,0,Twitter Web Client,"Euro semi-official seller seen ahead of 1.2550 #EUR/USD
Interbank desks sell for stops below 1.2540 and draw system sellers",euro semiofficial seller seen ahead of 12550 usdinterbank desks sell for stops below 12540 and draw system sellers,"['euro', 'semiofficial', 'seller', 'seen', 'ahead', 'of', '12550', 'usdinterbank', 'desks', 'sell', 'for', 'stops', 'below', '12540', 'and', 'draw', 'system', 'sellers']","['euro', 'semiofficial', 'seller', 'seen', 'ahead', '12550', 'usdinterbank', 'desks', 'sell', 'stops', '12540', 'draw', 'system', 'sellers']","['euro', 'semiofficial', 'seller', 'seen', 'ahead', '12550', 'usdinterbank', 'desk', 'sell', 'stop', '12540', 'draw', 'system', 'seller']","['euro', 'semioffici', 'seller', 'seen', 'ahead', '12550', 'usdinterbank', 'desk', 'sell', 'stop', '12540', 'draw', 'system', 'seller']",euro semioffici seller seen ahead 12550 usdinterbank desk sell stop 12540 draw system seller,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}"
13,414259284,Tickmill,False,34156,125,25635,161,2012-08-24 06:53:20+00:00, ,238891726226481152,en,0,0,0,0,Twitter Web Client,"Look for #EUR/USD spot to cling to 1.2500-50 zone as expiries contain
Very good amounts dotted at and between both levels today",look for usd spot to cling to 1250050 zone as expiries containvery good amounts dotted at and between both levels today,"['look', 'for', 'usd', 'spot', 'to', 'cling', 'to', '1250050', 'zone', 'as', 'expiries', 'containvery', 'good', 'amounts', 'dotted', 'at', 'and', 'between', 'both', 'levels', 'today']","['look', 'usd', 'spot', 'cling', '1250050', 'zone', 'expiries', 'containvery', 'good', 'amounts', 'dotted', 'levels', 'today']","['look', 'usd', 'spot', 'cling', '1250050', 'zone', 'expiry', 'containvery', 'good', 'amount', 'dotted', 'level', 'today']","['look', 'usd', 'spot', 'cling', '1250050', 'zone', 'expiri', 'containveri', 'good', 'amount', 'dot', 'level', 'today']",look usd spot cling 1250050 zone expiri containveri good amount dot level today,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
14,56330069,Market_SniperVJ,False,19,63,736,1,2012-08-24 05:55:51+00:00, ,238877259426066432,en,0,0,0,0,TweetDeck,Short Eur/Usd @1.2552 sl@1.2650 first pt@1.2513 and second @1.2468,short eurusd 2552 sl2650 first pt2513 and second 2468,"['short', 'eurusd', '2552', 'sl2650', 'first', 'pt2513', 'and', 'second', '2468']","['short', 'eurusd', '2552', 'sl2650', 'first', 'pt2513', 'second', '2468']","['short', 'eurusd', '2552', 'sl2650', 'first', 'pt2513', 'second', '2468']","['short', 'eurusd', '2552', 'sl2650', 'first', 'pt2513', 'second', '2468']",short eurusd 2552 sl2650 first pt2513 second 2468,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
15,23298326,stephendonlan,False,2,32,108,0,2012-08-23 19:03:41+00:00, ,238713138562887681,en,0,0,1,0,Twitter Web Client,"hi Richard my strong week turn out like this usd 7 down, eur 5up 1 down gbp 5up 2 down jpy 2 up 5 down, and so on do these look correct",hi richard my strong week turn out like this usd 7 down eur 5up 1 down gbp 5up 2 down jpy 2 up 5 down and so on do these look correct,"['hi', 'richard', 'my', 'strong', 'week', 'turn', 'out', 'like', 'this', 'usd', '7', 'down', 'eur', '5up', '1', 'down', 'gbp', '5up', '2', 'down', 'jpy', '2', 'up', '5', 'down', 'and', 'so', 'on', 'do', 'these', 'look', 'correct']","['hi', 'richard', 'strong', 'week', 'turn', 'like', 'usd', '7', 'eur', '5up', '1', 'gbp', '5up', '2', 'jpy', '2', '5', 'look', 'correct']","['hi', 'richard', 'strong', 'week', 'turn', 'like', 'usd', '7', 'eur', '5up', '1', 'gbp', '5up', '2', 'jpy', '2', '5', 'look', 'correct']","['hi', 'richard', 'strong', 'week', 'turn', 'like', 'usd', '7', 'eur', '5up', '1', 'gbp', '5up', '2', 'jpi', '2', '5', 'look', 'correct']",richard strong week turn like usd eur 5up gbp 5up jpi look correct,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}"
16,282136529,zhanusic,False,2563,2372,39807,21,2012-08-23 16:50:57+00:00, ,238679734433751040,en,0,0,0,0,twitterfeed,"Daily Summary on USD, EUR, GBP, JPY, CAD and AUD",daily summary on usd eur gbp jpy cad and aud,"['daily', 'summary', 'on', 'usd', 'eur', 'gbp', 'jpy', 'cad', 'and', 'aud']","['daily', 'summary', 'usd', 'eur', 'gbp', 'jpy', 'cad', 'aud']","['daily', 'summary', 'usd', 'eur', 'gbp', 'jpy', 'cad', 'aud']","['daili', 'summari', 'usd', 'eur', 'gbp', 'jpi', 'cad', 'aud']",daili summari usd eur gbp jpi cad aud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
17,142010224,DorganG,False,2407,561,99719,191,2012-08-23 15:49:14+00:00, ,238664200426254336,en,0,0,1,1,TweetDeck,"Clear pattern today: Market buys #CHF and #gold today. #SNB buys Euros, EUR/USD rises. 10 billion CHF higher SNB sight deposits this week ?",clear pattern today market buys  and  today  buys euros eurusd rises 10 billion chf higher snb sight deposits this week ,"['clear', 'pattern', 'today', 'market', 'buys', 'and', 'today', 'buys', 'euros', 'eurusd', 'rises', '10', 'billion', 'chf', 'higher', 'snb', 'sight', 'deposits', 'this', 'week']","['clear', 'pattern', 'today', 'market', 'buys', 'today', 'buys', 'euros', 'eurusd', 'rises', '10', 'billion', 'chf', 'higher', 'snb', 'sight', 'deposits', 'week']","['clear', 'pattern', 'today', 'market', 'buy', 'today', 'buy', 'euro', 'eurusd', 'rise', '10', 'billion', 'chf', 'higher', 'snb', 'sight', 'deposit', 'week']","['clear', 'pattern', 'today', 'market', 'buy', 'today', 'buy', 'euro', 'eurusd', 'rise', '10', 'billion', 'chf', 'higher', 'snb', 'sight', 'deposit', 'week']",clear pattern today market buy today buy euro eurusd rise billion chf higher snb sight deposit week,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}"
18,49420421,kaeppeli,False,121,164,825,8,2012-08-23 15:41:52+00:00, ,238662348120920064,en,0,0,0,0,Twitter Web Client,EUR/USD Short @1.2580 stopp 1.2650. Target 1.2405 and lower,eurusd short 2580 stopp 12650 target 12405 and lower,"['eurusd', 'short', '2580', 'stopp', '12650', 'target', '12405', 'and', 'lower']","['eurusd', 'short', '2580', 'stopp', '12650', 'target', '12405', 'lower']","['eurusd', 'short', '2580', 'stopp', '12650', 'target', '12405', 'lower']","['eurusd', 'short', '2580', 'stopp', '12650', 'target', '12405', 'lower']",eurusd short 2580 stopp 12650 target 12405 lower,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
19,27247519,Souhail_14,False,488,2163,10356,0,2012-08-23 15:28:42+00:00, ,238659033010147328,en,0,0,0,0,Twitter Web Client,Gonna look at my EUR/USD chart now and look for some bucks. Im getting ready to go SHORT starting next week !,gonna look at my eurusd chart now and look for some bucks im getting ready to go short starting next week ,"['gon', 'na', 'look', 'at', 'my', 'eurusd', 'chart', 'now', 'and', 'look', 'for', 'some', 'bucks', 'im', 'getting', 'ready', 'to', 'go', 'short', 'starting', 'next', 'week']","['gon', 'na', 'look', 'eurusd', 'chart', 'look', 'bucks', 'im', 'getting', 'ready', 'go', 'short', 'starting', 'next', 'week']","['gon', 'na', 'look', 'eurusd', 'chart', 'look', 'buck', 'im', 'getting', 'ready', 'go', 'short', 'starting', 'next', 'week']","['gon', 'na', 'look', 'eurusd', 'chart', 'look', 'buck', 'im', 'get', 'readi', 'go', 'short', 'start', 'next', 'week']",gon look eurusd chart look buck get readi short start next week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
20,86358396,GlobalCurrencyS,False,266,103,2066,0,2012-08-23 13:22:56+00:00, ,238627383052230657,en,0,0,0,0,Facebook,"Good Morning! We are selling USD @ 1.0093, GBP @ 1.6169 and EUR @ 1.2865! Call us at 519.763.7330 for any quote! Have a great day!",good morning we are selling usd  10093 gbp  16169 and eur  12865 call us at 5197637330 for any quote have a great day,"['good', 'morning', 'we', 'are', 'selling', 'usd', '10093', 'gbp', '16169', 'and', 'eur', '12865', 'call', 'us', 'at', '5197637330', 'for', 'any', 'quote', 'have', 'a', 'great', 'day']","['good', 'morning', 'selling', 'usd', '10093', 'gbp', '16169', 'eur', '12865', 'call', 'us', '5197637330', 'quote', 'great', 'day']","['good', 'morning', 'selling', 'usd', '10093', 'gbp', '16169', 'eur', '12865', 'call', 'u', '5197637330', 'quote', 'great', 'day']","['good', 'morn', 'sell', 'usd', '10093', 'gbp', '16169', 'eur', '12865', 'call', 'u', '5197637330', 'quot', 'great', 'day']",good morn sell usd 10093 gbp 16169 eur 12865 call 5197637330 quot great day,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7906}"
21,28366310,DailyFXTeam,False,145027,63,381143,2817,2012-08-23 11:29:37+00:00, ,238598868521070592,en,0,0,0,0,Twitter Web Client,AUD and EUR are both slightly down against USD following Bullard's comments about QE.,aud and eur are both slightly down against usd following bullards comments about qe,"['aud', 'and', 'eur', 'are', 'both', 'slightly', 'down', 'against', 'usd', 'following', 'bullards', 'comments', 'about', 'qe']","['aud', 'eur', 'slightly', 'usd', 'following', 'bullards', 'comments', 'qe']","['aud', 'eur', 'slightly', 'usd', 'following', 'bullards', 'comment', 'qe']","['aud', 'eur', 'slight', 'usd', 'follow', 'bullard', 'comment', 'qe']",aud eur slight usd follow bullard comment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22,317740812,ayondoHQ,False,794,172,1748,20,2012-08-23 09:03:59+00:00, ,238562218566881281,en,0,0,0,0,Twitter Web Client,A similar story with EUR/USD which is continuing to stay strong and hold above the 1.25 level. From a technical perspective 3 positive...,a similar story with eurusd which is continuing to stay strong and hold above the 125 level from a technical perspective 3 positive,"['a', 'similar', 'story', 'with', 'eurusd', 'which', 'is', 'continuing', 'to', 'stay', 'strong', 'and', 'hold', 'above', 'the', '125', 'level', 'from', 'a', 'technical', 'perspective', '3', 'positive']","['similar', 'story', 'eurusd', 'continuing', 'stay', 'strong', 'hold', '125', 'level', 'technical', 'perspective', '3', 'positive']","['similar', 'story', 'eurusd', 'continuing', 'stay', 'strong', 'hold', '125', 'level', 'technical', 'perspective', '3', 'positive']","['similar', 'stori', 'eurusd', 'continu', 'stay', 'strong', 'hold', '125', 'level', 'technic', 'perspect', '3', 'posit']",similar stori eurusd continu stay strong hold 125 level technic perspect posit,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
23,414259284,Tickmill,False,34156,125,25635,161,2012-08-23 08:57:56+00:00, ,238560693325017088,en,0,0,0,0,Twitter Web Client,"#EUR/USD retreats towards spec Buy Orders 1.2440-45 ; 1.2425 and 1.2400
Stops 1.2395-00 and 1.2485 currently look out of reach",usd retreats towards spec buy orders 1244045  12425 and 12400stops 1239500 and 12485 currently look out of reach,"['usd', 'retreats', 'towards', 'spec', 'buy', 'orders', '1244045', '12425', 'and', '12400stops', '1239500', 'and', '12485', 'currently', 'look', 'out', 'of', 'reach']","['usd', 'retreats', 'towards', 'spec', 'buy', 'orders', '1244045', '12425', '12400stops', '1239500', '12485', 'currently', 'look', 'reach']","['usd', 'retreat', 'towards', 'spec', 'buy', 'order', '1244045', '12425', '12400stops', '1239500', '12485', 'currently', 'look', 'reach']","['usd', 'retreat', 'toward', 'spec', 'buy', 'order', '1244045', '12425', '12400stop', '1239500', '12485', 'current', 'look', 'reach']",usd retreat toward spec buy order 1244045 12425 12400stop 1239500 12485 current look reach,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.2263}"
24,385768970,KiteForex,False,1012,1728,4484,5,2012-08-23 08:11:39+00:00, ,238549048611725312,en,0,0,0,0,Facebook,EUR/USD  SELL @ 1.2527 AND 1.2603 WITH TP  1.2452 AND 1.2377 WITH SL 1.2678,eurusd  sell  12527 and 12603 with tp  12452 and 12377 with sl 12678,"['eurusd', 'sell', '12527', 'and', '12603', 'with', 'tp', '12452', 'and', '12377', 'with', 'sl', '12678']","['eurusd', 'sell', '12527', '12603', 'tp', '12452', '12377', 'sl', '12678']","['eurusd', 'sell', '12527', '12603', 'tp', '12452', '12377', 'sl', '12678']","['eurusd', 'sell', '12527', '12603', 'tp', '12452', '12377', 'sl', '12678']",eurusd sell 12527 12603 12452 12377 12678,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
25,414259284,Tickmill,False,34156,125,25635,161,2012-08-23 06:45:55+00:00, ,238527472050782208,en,0,0,0,1,Twitter Web Client,"#EUR/USD Buy Orders 1.2525 and 1.2500, larger 1.2450-70 and 1.2430
A lot of noise seen around the 1.2550 level back in June",usd buy orders 12525 and 12500 larger 1245070 and 12430a lot of noise seen around the 12550 level back in june,"['usd', 'buy', 'orders', '12525', 'and', '12500', 'larger', '1245070', 'and', '12430a', 'lot', 'of', 'noise', 'seen', 'around', 'the', '12550', 'level', 'back', 'in', 'june']","['usd', 'buy', 'orders', '12525', '12500', 'larger', '1245070', '12430a', 'lot', 'noise', 'seen', 'around', '12550', 'level', 'back', 'june']","['usd', 'buy', 'order', '12525', '12500', 'larger', '1245070', '12430a', 'lot', 'noise', 'seen', 'around', '12550', 'level', 'back', 'june']","['usd', 'buy', 'order', '12525', '12500', 'larger', '1245070', '12430a', 'lot', 'nois', 'seen', 'around', '12550', 'level', 'back', 'june']",usd buy order 12525 12500 larger 1245070 12430a lot nois seen around 12550 level back june,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
26,467394420,samsonpen,False,24,5,270,0,2012-08-23 06:21:56+00:00, ,238521436069851136,en,0,0,0,0,Twitter for BlackBerry®,"I know all my guys are happy now on GBP/USD and EUR/USD. Well, we shall continue our log position on both currency pairs.",i know all my guys are happy now on gbpusd and eurusd well we shall continue our log position on both currency pairs,"['i', 'know', 'all', 'my', 'guys', 'are', 'happy', 'now', 'on', 'gbpusd', 'and', 'eurusd', 'well', 'we', 'shall', 'continue', 'our', 'log', 'position', 'on', 'both', 'currency', 'pairs']","['know', 'guys', 'happy', 'gbpusd', 'eurusd', 'well', 'shall', 'continue', 'log', 'position', 'currency', 'pairs']","['know', 'guy', 'happy', 'gbpusd', 'eurusd', 'well', 'shall', 'continue', 'log', 'position', 'currency', 'pair']","['know', 'guy', 'happi', 'gbpusd', 'eurusd', 'well', 'shall', 'continu', 'log', 'posit', 'currenc', 'pair']",know guy happi gbpusd eurusd well shall continu log posit currenc pair,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
27,605688727,ice_trade,False,292,1772,328,2,2012-08-23 06:21:01+00:00, ,238521205848678402,en,0,0,0,0,Twitter for BlackBerry®,"I know all my guys are happy now on GBP/USD and EUR/USD. Well, we shall continue our log position on both currency pairs.",i know all my guys are happy now on gbpusd and eurusd well we shall continue our log position on both currency pairs,"['i', 'know', 'all', 'my', 'guys', 'are', 'happy', 'now', 'on', 'gbpusd', 'and', 'eurusd', 'well', 'we', 'shall', 'continue', 'our', 'log', 'position', 'on', 'both', 'currency', 'pairs']","['know', 'guys', 'happy', 'gbpusd', 'eurusd', 'well', 'shall', 'continue', 'log', 'position', 'currency', 'pairs']","['know', 'guy', 'happy', 'gbpusd', 'eurusd', 'well', 'shall', 'continue', 'log', 'position', 'currency', 'pair']","['know', 'guy', 'happi', 'gbpusd', 'eurusd', 'well', 'shall', 'continu', 'log', 'posit', 'currenc', 'pair']",know guy happi gbpusd eurusd well shall continu log posit currenc pair,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
