author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Label
75763473,FOREXTRADECALLS,FALSE,109,73,1569,0,2012-09-24 03:12:12+00:00, ,250070100823142400,en,0,0,0,0,Twitter Web Client,SELL CALL UPDATE EUR/USD-1st AND 2nd TARGETS HIT NOW TRAIL YOUR STOP AT YOUR SELLING POINT.WAIT  FOR YOUR LAST TARGET.PROFIT +80 PIPS.,N
113726610,raheel_jutt,FALSE,3935,937,5710,5,2012-09-24 01:54:29+00:00, ,250050539625254912,en,0,0,0,0,Facebook,SELL EUR/USD 1.2977 AND 1.3053 WITH TP  1.2901 AND 1.2826 WITH SL 1.3129,N
320081519,FineCharts,FALSE,11,22,645,0,2012-09-24 01:49:58+00:00, ,250049403077918720,en,0,0,0,0,Twitter Web Client,Nikkei taking a dive with european news at forefront and an overbought market. #Nikkei #EUR/USD #Euro,O
182783483,indiatradefx,FALSE,346,122,229622,10,2012-09-24 01:34:39+00:00, ,250045550223822848,en,0,0,0,0,Twitter Web Client,SELL EUR/USD 1.2977 AND 1.3053 WITH TP  1.2901 AND 1.2826 WITH SL 1.3129,N
538569636,SP500PRO,FALSE,1157,0,8878,16,2012-09-23 23:55:55+00:00, ,250020702940430336,en,0,0,0,0,Twitter Web Client,pips each so should of been able to take some profit or come out BE. Looking to a preffered sell of EUR and GBP against USD &amp; JPY this week,N
57691215,LTGGoldRock,FALSE,1408,90,9868,31,2012-09-23 20:09:33+00:00, ,249963736893374466,en,0,0,0,0,Facebook,"Risk Currencies such as the AUD, EUR, GBP and NZD have opened slightly lower this Monday. USD has opened a touch higher.",O
32434204,londontrainer,FALSE,108,831,1493,1,2012-09-23 20:03:59+00:00, ,249962335073087488,en,0,0,1,0,Echofon,@PennilessFrench I stick to EUR/USD to prove my theories and do due dilgence. Too many instruments confuse. Pick one to concentrate on,O
807089072,ForexBabies,FALSE,7,0,69,0,2012-09-22 18:17:10+00:00, ,249573066580045824,en,0,0,0,0,TweetDeck,"These pairs are directly influenced by any news reports that come out during the European session: EUR/USD, GBP/USD, USD/JPY, and USD/CHF",O
807089072,ForexBabies,FALSE,7,0,69,0,2012-09-22 18:15:13+00:00, ,249572576664358912,en,0,0,0,0,TweetDeck,"It may be best to stick w/the majors (EUR/USD, GBP/USD, USD/JPY, and USD/CHF), as these normally have the tightest spreads. #LondonSession",O
35107896,fxdragons,FALSE,199,99,913,3,2012-09-22 16:22:27+00:00, ,249544197739274240,en,0,0,0,0,Twitter Web Client,"the close on Friday, I see neg EUR vs the USD.  It is below the weekly pivot and major resistance/support of 130",N
266137439,MadristaAP,FALSE,31,33,1196,0,2012-09-21 21:50:49+00:00, ,249264447217094656,en,0,0,0,0,Twitter Web Client,"Had a look at EUR/USD , GBP/USD , WTI crude , S&amp;P Futures and Nikkei Futures ranging back between 20 and 30 years",O
112472426,dhjtrader,FALSE,980,2354,23543,21,2012-09-21 19:44:10+00:00, ,249232572838735873,en,0,0,0,0,Twitter for iPhone,"Another great week of trading: GBP/USD, EUR/JPY, USD Index, EUR/USD, NG Call options.

Happy.

Now, back to hammering libs, dems, and rinos!",O
29708582,FXDIRK,FALSE,31587,3555,42492,504,2012-09-21 19:32:10+00:00, ,249229554852458499,en,0,0,0,0,Twitter for iPhone,"out of my Aussie-Short b4 weekend @1,0547/-12 and out @Eur/Usd Shot short from 1,2995 @1,2990/+5 - will re-short @1,3005 #FXDIRK",O
129800708,mahamus,FALSE,50,27,891,2,2012-09-21 18:22:08+00:00, ,249211928927416320,en,0,0,0,0,Twitter Web Client,"EUR/JPY and EUR/USD as expected retreat from the middle of the week..slowly..next week look for entering ""long""...pips are in that way...",N
75763473,FOREXTRADECALLS,FALSE,109,73,1569,0,2012-09-21 15:51:48+00:00, ,249174095525187584,en,0,0,0,0,Twitter Web Client,"SELL CALL EUR/USD - SELL AT 1.3000-1.3020 STOP 1.3050 TARGETS 1.2960,1.2925 AND 1.2880.",N
388934586,AbidexDBaddest,FALSE,20,227,2903,0,2012-09-21 14:41:25+00:00, ,249156385101713408,en,0,0,0,0,Twitter for BlackBerry®,Eur/Usd and the Friday battle for 1.3000. Very Epic.,O
20945283,SunAndStormInv,FALSE,2519,438,56726,94,2012-09-21 14:03:03+00:00, ,249146728404615168,en,0,0,0,0,Twitter Web Client,US dollar index move yest. was no bigger than blip on 8-30-2012.  Today the blip is gone and we're back testing support. $UUP $USDX $EUR/USD,O
435609120,LuigiBissatini,FALSE,42,0,2251,2,2012-09-21 13:41:25+00:00, ,249141285313720320,en,0,0,0,0,Twitter Web Client,"EUR/USD: one thing is SURE, cannot be a triangle here (between 1,3047 and 1,2954) more likely preparing the upside JUMP (inner wave 3) imo",O
261657336,DHarry1,FALSE,781,648,8746,21,2012-09-21 13:04:28+00:00, ,249131984448806913,en,0,0,0,0,Twitter Web Client,BHP locking in long term low interest USD and EUR bonds brilliant. High debt loads like FMG ironically a possible advantage if no cap raise.,O
602162080,LowKeyCapital,FALSE,137,439,2228,2,2012-09-21 13:00:27+00:00, ,249130973155966977,en,1,0,0,0,Twitter Web Client,#DowJ and #EUR/USD not correlating something funny going on. #beware #traders #trading,O
192316454,JBL73,FALSE,971,2216,6091,56,2012-09-21 12:47:29+00:00, ,249127709370896385,en,0,0,0,0,Hootsuite,"Spain and EC working on save. S&amp;P fut +.36%, correlated crosses up, AUD/USD +.74%, AUD/JPY +.62%, EUR/JPY +.14%/ EUR/USD 1.3008 +.36%.",O
63691059,AndyLangenkamp,FALSE,1566,4245,35471,92,2012-09-21 12:01:29+00:00, ,249116134429847552,en,0,0,0,0,Twitter Web Client,@FGoria @chrisadamsmkts Boost? EUR/USD still beneath 1.30 and only up 0.08%...,O
497092185,Monsieur_AZ,FALSE,133,367,600,0,2012-09-21 11:37:02+00:00, ,249109980215648256,en,0,0,0,0,Twitter Web Client,EUR/USD Take a close look at that 1.3040 and 1.2960 range. Any breack outside this range and its massive money making on Friday.,N
193680960,Caesar47,FALSE,279,114,2224,7,2012-09-21 11:33:16+00:00, ,249109035540946944,en,0,0,0,0,Twitter Web Client,Time to short the EUR/USD? Will be keeping an eye out...  Nice round number for resistance and at MACD more than 12 month high converging.,O
435609120,LuigiBissatini,FALSE,42,0,2251,2,2012-09-21 11:27:30+00:00, ,249107581900054528,en,0,0,0,0,Twitter Web Client,"EUR/USD 1,2974 what is this? This morning low MUST keep for counting impulsively up, the level to watch is 1,2954 and upmove should resume",O
317745564,jTin_fx,FALSE,406,1630,8913,2,2012-09-21 10:32:30+00:00, ,249093739463704577,en,0,0,0,0,Twitter for Android,I'm still seeing another low here for aud usd and eur,O
414259284,Tickmill,FALSE,34154,125,25638,161,2012-09-21 09:45:03+00:00, ,249081800461262848,en,0,0,1,0,Twitter Web Client,@alirizwan1986 My pairs are EUR/USD and GBP/USD mostly. But I can share more information about EUR/JPY also.,P
187265434,393476480020,FALSE,476,1282,4864,5,2012-09-21 09:28:44+00:00, ,249077693881126912,en,0,0,1,0,Twitter Web Client,@waltervannelli EUR/USD over 1.3031 considering the current market price and the imminent news about a possible bailout to Greece?,O
217878726,SUNSEEDMAN,FALSE,3872,909,11040,68,2012-09-21 08:58:50+00:00, ,249070169689845760,en,0,0,0,0,Twitter Web Client,"due to harvesting pressure,better than feared yields so far and missed MACROS (weaker Crude&amp;EUR/USD as well as further easing PMI figures)",N
29708582,FXDIRK,FALSE,31587,3555,42492,504,2012-09-21 08:17:39+00:00, ,249059804859994112,en,0,0,2,0,Twitter Web Client,"EUR/USD Short activated @1,2995 now out @1,2960/+35 and re-shorting at same level again! #FXDIRK",O
252571367,rioseco751,FALSE,715,0,14046,34,2012-09-21 07:57:18+00:00, ,249054683354759168,en,0,0,0,0,Twitter for iPhone,"We are long Aud/jpy at 81,33 3/4. We add long at 81,90 . We still long gbp/jpy And nzd/usd 3/4. We enter order to go long eur/jpy at break",O
243841016,Mr_HKhan,FALSE,297,1925,4981,5,2012-09-21 07:32:14+00:00, ,249048376388231169,en,0,0,0,0,Twitter for Android,Eur/usd falling again.. I left my short last night at 1.2866 and added a second at 1.2896.. Average 1.2881. Let her crash,N
481991954,SFCforex,FALSE,152,11,929,15,2012-09-21 06:18:34+00:00, ,249029835173797888,en,0,0,0,0,Twitter Web Client,21/9 Seeing some good selling in eur/usd and cable at 1.3000 and 1.6260 early doors just now here...,O
93588426,okmyanzi,FALSE,116,0,364,3,2012-09-21 05:24:22+00:00, ,249016196186374144,en,0,0,0,1,Twitter Web Client,"USD and JPY still weak fundamentally due to QEs...EUR, GBP, AUD are still on uptrend unless last week lows broken..",P
278937347,mosesharding,FALSE,5897,52,64011,126,2012-09-21 04:41:00+00:00, ,249005284134105089,en,0,0,0,0,Twitter Web Client,USD/INR met first obj abv 54.00 (EUR/USD belo 1.30); wud allow for bit of consolidation now at 1.2950-1.3000 and 54.00-54.15; bias neutral,O
278937347,mosesharding,FALSE,5897,52,64011,126,2012-09-21 03:34:44+00:00, ,248988607803686912,en,0,0,0,0,Twitter Web Client,USD Index failed at 79.60-79.90 resistance (hi of 79.66) and EUR/USD at 1.2919; USD/INR down at strong support at 54.17; watch 54.10-54.35,O
182783483,indiatradefx,FALSE,346,122,229622,10,2012-09-21 01:28:32+00:00, ,248956845920768000,en,0,0,0,0,Twitter Web Client,SELL EUR/USD 1.2969 AND 1.3041 WITH TP  1.2897 AND 1.2826 WITH SL 1.3113,O
771500222,Marc062149,FALSE,37,3,182,0,2012-09-21 00:49:37+00:00, ,248947055177895936,en,0,0,0,0,Twitter Web Client,Should see the EUR/USD rise and the USD/CAD and CHF sell off. USD Index may resume sell off. Price action pointing this way.,P
366554179,Don_Gronald,FALSE,4681,8,392,18,2012-09-20 19:46:40+00:00, ,248870812587790336,en,0,0,0,0,Twitter Web Client,"Still Long MSFT, Apple, Monsanto and WYNN and still short EUR/USD.",N
243841016,Mr_HKhan,FALSE,297,1925,4981,5,2012-09-20 17:01:07+00:00, ,248829153523146752,en,0,0,0,0,Twitter for Android,Eur/usd is a short..should have last night.. However still over 100 pips drop possible looking at the daily and weekly chart,N
339433762,forexmentor_lct,FALSE,558,0,8870,11,2012-09-20 16:28:49+00:00, ,248821022101499904,en,0,0,0,0,Twitter Web Client,"Took additional entries on EUR/USD, and AUD/JPY, all are now closed, no more entries, enough is enough for today!  Wrap up &amp; final next.",O
414259284,Tickmill,FALSE,34154,125,25638,161,2012-09-20 14:53:52+00:00, ,248797127046729730,en,0,0,0,0,Twitter Web Client,"#EUR/USD 1.2920 stops safe as talk of Asian and mid-East Buy Orders stem slide
Short squeeze now, intra-day pain felt above 1.2970/75",O
43854816,Kitinda_,FALSE,325,273,17351,1,2012-09-20 14:06:54+00:00, ,248785308932526080,en,0,0,0,0,Twitter Web Client,Expect a small bounce for EUR/USD and a surge in USD/JPY after the #Philly.Not taking any positions though as i  wait for current ones.,P
252584436,owsi1968,FALSE,6372,367,53699,148,2012-09-20 14:06:36+00:00, ,248785233674129409,en,0,0,0,0,Twitter Web Client,@maxw3st Just closed all my trades and have gone long Eur usd very small,P
94409368,CCofWaterloo,FALSE,172,314,1510,3,2012-09-20 13:12:10+00:00, ,248771532984287233,en,0,0,0,0,Twitter Web Client,"#USD still low, but I think you should get your #EUR because it is going up and up!!! #vacation #kitchener #KW #europe",P
398274053,Tahoe_Gold,FALSE,1954,448,22707,46,2012-09-20 12:34:10+00:00, ,248761971355295745,en,0,0,0,0,Twitter for iPhone,"DJ MARKET TALK: EUR/USD Upside Limited 
1055 GMT [Dow Jones] MIG Bank sees limited upside for EUR/USD and the start of a new down-phase.",
240142656,PankilShah9,FALSE,165,485,848,4,2012-09-20 11:39:22+00:00, ,248748180357914624,en,0,0,0,0,Twitter Web Client,I feel this is good opportunity to get  short JPY and USD  thus long EUR GBP AUD NZD,
414259284,Tickmill,FALSE,34154,125,25638,161,2012-09-20 11:07:38+00:00, ,248740193924964353,en,0,0,0,0,Twitter Web Client,MIG Bank sees limited upside for #EUR/USD and the start of a new down-phase. Targets 1.2755 #USD #FX #li,
278937347,mosesharding,FALSE,5897,52,64011,126,2012-09-20 10:30:19+00:00, ,248730803557761024,en,0,0,0,0,Twitter Web Client,mixed signals in EUR/USD; losing momentum below 1.2950 and above 1.2975; we continue to have close watch on 1.2950-1.2875 and 1.2975-1.3050,
15588025,robbooker,FALSE,17506,696,23071,413,2012-09-20 10:20:33+00:00, ,248728345192329216,en,0,0,1,0,TweetDeck,"RT @blackfox22: Yes, I shorted the eur/usd : ) and I have pancakes on the way! // Those are both great ideas!",
171234822,blackfox22,FALSE,83,188,490,2,2012-09-20 10:08:28+00:00, ,248725307056586752,en,0,0,0,0,Twitter Web Client,"@robbooker Yes, I shorted the eur/usd : ) and I have pancakes on the way!",
414259284,Tickmill,FALSE,34154,125,25638,161,2012-09-20 09:17:21+00:00, ,248712440940990464,en,0,0,0,0,Twitter Web Client,#EUR/USD ACB sellers noted 1.2970-80 and more CB S-Orders around 1.3000,
43513379,4mostCurrency,FALSE,2195,3189,12564,43,2012-09-20 09:11:17+00:00, ,248710916529602561,en,0,0,0,0,Twitter Web Client,Better UK retail sales and poor EU news this morning has pushed up GBP/EUR rates to €1.25. GBP/USD rates have fallen just below $1.62.,
68702219,trendrecogn,FALSE,231,16,6295,14,2012-09-20 08:15:21+00:00, ,248696839216443392,en,0,0,0,0,Twitter Web Client,GBP/USD continues to be stronger than EUR/USD and is still positive even on its hourly chart. That's the case as long as 1.6130 supp holds.,
60808331,anvegasa,FALSE,57,0,34,0,2012-09-20 05:18:27+00:00, ,248652320093650944,en,0,0,0,0,Twitter Web Client,"while if EUR/USD manages to break out and close above 1.3110 level, this will denote a high bullish strength.",
