author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
48207937,OnStocks,False,820,51,8819,45,2011-12-24 05:22:20+00:00, ,150446185407201280,en,0,0,0,0,TweetDeck,Outlook on EUR/USD.. its failing to bounce and looking for new low's. The $USDX has turned resistance into support. Weak Volume rally.
443628796,DCFX_1982,False,13,0,255,0,2011-12-24 01:44:10+00:00, ,150391281430953984,en,0,0,1,0,Twitter for BlackBerry®,Consensus appears to be 2012 risk aversion and strong USD vs JPY EUR AUD. GBP up vs EUR. CHF weak.
158840198,DossInvestments,False,37,44,708,0,2011-12-24 00:12:03+00:00, ,150368100955590657,en,0,0,0,0,Twitter Web Client,Take profit hit on the EUR/USD long scalp - another profitable trading day :) Have a good weekend and spend some time with your family!
212597510,leopardtrader,False,635,33,11944,36,2011-12-23 20:50:29+00:00, ,150317373608562689,en,0,0,0,0,Twitter Web Client,"Merry Xmas and prosperous New  Year to all our members, followers,  RTs and viewers  $AAPL, $AMZn, $SPY, $SPX, $EUR/USD, $GOOG, $AUD/JPY"
21850129,Aaeru_,False,2576,1490,14000,58,2011-12-23 17:07:46+00:00, ,150261325426208768,en,0,0,0,0,TweetDeck,@EroJunko @Amoirsp EUR is dying. USD is dying. and all of this is thanks to human greed. oh noes! the IMF is announcing a global currency!
234912094,Peter_Eller10,False,541,234,18927,23,2011-12-23 16:43:34+00:00, ,150255236253097984,en,0,0,0,0,TweetDeck,EUR/USD  and crude flat while ES has levitated 6 handles in past 2hr...volume extremely light
440203286,ProsperityFXPro,False,459,0,5289,13,2011-12-23 16:37:05+00:00, ,150253605688049665,en,0,0,0,0,Twitter Web Client,It is most likely that the EUR/USD will give us an signal next week and this may coincide with a GBP/USD.
395760689,1stLtNickJames,False,14,18,690,0,2011-12-23 16:28:55+00:00, ,150251549459877888,en,0,0,0,0,Twitter Web Client,eur/usd looks like its trying again and the gbp/usd giving us some new daily lows 5600 it should hit some support
395760689,1stLtNickJames,False,14,18,690,0,2011-12-23 16:26:19+00:00, ,150250892766101504,en,0,0,0,0,Twitter Web Client,eur/usd consolidating at 1.3030 area its tried to break it twice now and just keeps on bouncing off
395760689,1stLtNickJames,False,14,18,690,0,2011-12-23 16:10:59+00:00, ,150247034471989248,en,0,0,0,0,Twitter Web Client,eur/usd sell @ 3050 just barely up its testing that 3030 line and thats been the supp/resis line for the last week or soo
249444843,Insghtfl_Invstr,False,48,19,1577,4,2011-12-23 16:05:08+00:00, ,150245565815455746,en,0,0,0,0,StockTwits Web,"Interesting, $IWM not moving with $SPY, Dollar flat, and Eur/USD down. However, $TLT is getting hammered. Mixed signals today."
395760689,1stLtNickJames,False,14,18,690,0,2011-12-23 15:05:54+00:00, ,150230659145809920,en,0,0,0,0,Twitter Web Client,im still sticking too the short side on the gbp/usd eur/usd and aus/usd pairs all 3 seem like theyve gone up as far as that could
395760689,1stLtNickJames,False,14,18,690,0,2011-12-23 14:45:51+00:00, ,150225611204472834,en,0,0,0,0,Twitter Web Client,if we can get the next hr candle to close below 5650 on the gbp/usd and on the eur/usd 3030 this thing has some room to run down further
279289365,GravityIntl,False,991,26,17746,47,2011-12-23 14:34:40+00:00, ,150222796637732865,en,0,0,0,0,TweetDeck,"$SPY opens up at 125.67, WTI flirts with $100, $DX_F flat and holding key 80 support, EUR/USD still in 1.30 handle & US 10-Year T-Note 1.99%"
202240787,Pgelis,False,5956,2372,15971,671,2011-12-23 14:12:14+00:00, ,150217150915813377,en,0,0,0,0,LinkedIn,"5 new posts available in KANTOX to exchange EUR for USD in February, March, April, May and June"
86358396,GlobalCurrencyS,False,266,103,2066,7,2011-12-23 13:29:30+00:00, ,150206396573556736,en,0,0,0,0,Twitter Web Client,"Happy Festivis!  We are currently selling the USD @ 1.0379, GBP @ 1.6472 and EUR @ 1.3805"
383188100,FXspacetrader,False,903,304,39813,26,2011-12-23 11:08:02+00:00, ,150170797196058624,en,0,0,1,0,Twitter Web Client,eur/usd  it is time to exit. Merry xmas to all followers and helpers Thanks!  Next year will be exciting and consistent !
158840198,DossInvestments,False,37,44,708,0,2011-12-23 10:57:04+00:00, ,150168034848407552,en,0,0,0,0,Twitter Web Client,staying short on eur/usd at 13080 and waiting for the 20 day EMA to bust at 13060 and fall to resistance near 13040 @bullseyefx @BabyPips
145380594,Andres_vahopski,False,481,64,7030,24,2011-12-23 09:36:59+00:00, ,150147882727645184,en,0,0,0,0,Twitter Web Client,"#EUR/USD 1.3050/1.3100 the new short-term comfort-zone,with squaring up and getting out the door the main priority heading into break. #USD"
404137063,ProvidePay,False,21,112,20767,0,2011-12-23 09:36:10+00:00, ,150147679249375233,en,0,0,0,0,dlvr.it,"Intraday options that are due to expire today at 1500GMT (10am NY cut) include 1.3100 in EUR/USD, 78.00 in USD/JPY and 1.0200 in USD/CAD"
271399768,BMFNNews,False,1478,1524,99495,39,2011-12-23 09:36:10+00:00, ,150147677856870400,en,0,0,0,0,dlvr.it,"Intraday options that are due to expire today at 1500GMT (10am NY cut) include 1.3100 in EUR/USD, 78.00 in USD/JPY and 1.0200 in USD/CAD"
158840198,DossInvestments,False,37,44,708,0,2011-12-23 05:00:15+00:00, ,150078238780178432,en,0,0,0,0,Twitter Web Client,EUR/USD dropping as calculated after hitting resistance and bearish divergence on the hourly will encourage this trend and look for 13040
158840198,DossInvestments,False,37,44,708,0,2011-12-23 03:03:38+00:00, ,150048891528687617,en,0,0,0,0,Twitter Web Client,"Took profit of that long scalp of EUR/USD and, similar to yesterday, I am reversing my position at 13080 resistance with the broader dtrend."
212597510,leopardtrader,False,635,33,11944,36,2011-12-23 02:32:34+00:00, ,150041073358606336,en,0,0,0,0,StockTwits Web,"How and why would France be downgraded by SNP when they affirmed this few weeks ago?? Don't get it...$SPY, $EUR/USD, $CAC, $DAX, $AAPl"
158840198,DossInvestments,False,37,44,708,0,2011-12-22 16:04:51+00:00, ,149883104805388288,en,0,0,0,0,Twitter Web Client,"Long scalp EUR/USD at 13035 quickly hit 13070 for a quick 35 pips, now let's see what Draghi and Obama say..."
65959761,PDX_Trader,False,439,747,2613,17,2011-12-22 15:54:41+00:00, ,149880544237326337,en,0,0,0,0,StockTwits Web,"$SPX is trading against its positive corr on $eur/usd and against its negative corr on $TNT.  This signals weakness, good R/R for shrts"
158840198,DossInvestments,False,37,44,708,0,2011-12-22 15:45:33+00:00, ,149878247927193601,en,0,0,0,0,Twitter Web Client,"Support at 13035 on $EUR/USD says go long for around 35 pips, but watch out for Draghi and Obama speaking within the next hr and 15 min..."
49725628,baremarket,False,287,76,5075,10,2011-12-22 15:00:53+00:00, ,149867008639512576,en,0,0,0,0,Twitter for iPhone,"RT“@CortesSteve: Gold no luster...down 8% in Dec with S&P up small on month.  #KingDollar, EUR/USD breaks 1.30 soon and Gold follows lower”"
229141520,CortesSteve,False,323074,671,39806,1352,2011-12-22 14:54:50+00:00, ,149865485272489984,en,0,0,0,0,Twitter Web Client,"Gold no luster...down 8% in Dec with S&P up small on month.  #KingDollar, EUR/USD breaks 1.30 soon and Gold follows lower"
252571367,rioseco751,False,715,0,14046,34,2011-12-22 14:04:52+00:00, ,149852911516659713,en,0,0,0,0,Twitter Web Client,"still short nzd/chf (72,35)and i getting long eur/usd 1,3020  very small amount."
212597510,leopardtrader,False,635,33,11944,36,2011-12-22 12:59:41+00:00, ,149836507933458432,en,0,0,0,0,Twitter Web Client,"Hungary was Junked  yday..and forint sold off...Bcos we like to buy low or sell high ..shorting $GBP/HUF 36800 stp 37600.. $EUR/USD, $SPY"
191514098,altaybank,False,10028,11853,13975,45,2011-12-22 10:44:37+00:00, ,149802515762905088,en,0,0,0,0,Twitter Web Client,Back to opening levels for the EUR/USD The Middle Eastern led rally ran out of steam at 1.3120 and we ’re back down to  familiar sessi
54167282,brokerz_forex,False,4696,6247,23537,74,2011-12-22 09:35:19+00:00, ,149785076039827456,en,0,0,0,0,twitterfeed,RT @Sarah_Options - EUR/USD taking retrace: EUR/USD is taking some retracement in the long term trend and this retracement is an ext....
191827009,veedub3057,False,397,916,14996,2,2011-12-22 09:22:32+00:00, ,149781860074000384,en,0,0,1,0,Twitter Web Client,"@danielbowen yes please. i'll add it to all the GBP, EUR, USD, CHF, HKD and similar coins i have in my pile...."
74198554,limpol_oi,False,584,654,5915,24,2011-12-22 08:32:23+00:00, ,149769236372406272,en,0,0,0,0,UberSocial for BlackBerry,"EUR/USD,GBP/USD and GOLD Bullish .. USD/JPY Bearish"
89060970,ForXTrading,False,357,286,732,6,2011-12-21 21:36:13+00:00, ,149604107177574402,en,0,0,0,0,TweetDeck,The  #CHF fell against the #EUR and #USD as panel considers measures incl. capital controls and negative interest rates to weaken the #CHF
310037966,MikeLanter,False,383,0,1321,17,2011-12-21 21:01:58+00:00,eca35cbd75f0a1e6,149595488323239937,en,1,0,1,1,Twitter for iPhone,"European banks need USD funding over YE.  If you have EUR debits, you should borrow USD, buy EUR (pay down debit) and sell forward past YE"
341561625,fxcain,False,35,0,140,0,2011-12-21 18:38:51+00:00, ,149559472421998592,en,0,0,0,0,Twitter for BlackBerry®,Eur/usd has been good to me. But it can do me one last favor and take a dive back to 1.3000. :-)
255353674,alanfrescas,False,84,135,241,3,2011-12-21 17:27:23+00:00, ,149541485530972160,en,0,0,0,0,Twitter Web Client,Eurozone: Consumer confidence recorded its worst result in over 2 years. EUR / USD trapped in the 1.3057 and 1.3028 range
54325541,FXSavior,False,49,5,519,3,2011-12-21 16:23:06+00:00, ,149525309279047681,en,0,0,0,0,Facebook,"Here we go, today we are up about 45 on the USD/CAD, 90 on the EUR/USD and, 25 on the GBP/USD, with more room in each."
158840198,DossInvestments,False,37,44,708,0,2011-12-21 15:11:52+00:00, ,149507381276049408,en,0,0,0,0,Twitter Web Client,"$EUR/USD dropped back below 131 level last night, but now back to 1304 after negative US housing data and will bounce maybe +35 @bullseyefx"
171997888,YoungWallSt,False,867,315,11954,55,2011-12-21 14:38:06+00:00, ,149498885126094848,en,0,0,0,0,Twitter Web Client,Short EUR/USD and looking to add positions.. Ideas: short GBP/USD long USD/CHF... Will update when I make a move.
351492048,FXbyDharma,False,149,574,8794,4,2011-12-21 14:13:28+00:00, ,149492687320526848,en,0,0,0,0,Twitter Web Client,"I think the safe bet now is to stay long GBP/USD and short EUR/USD at 2:1 hedge...until this ""Santa rally"" passes us"
170707174,DCBorthwick,False,11599,926,56836,271,2011-12-21 13:57:22+00:00, ,149488633966104577,en,0,0,1,0,TweetDeck,"@Sarge986 Nimbly...  Market wants to sell EUR/USD, but positioning already at extreme and 25 Delta R/R have come back alot. Squeeze coming."
127835834,pipaccumulator,False,3439,82,11892,47,2011-12-21 13:28:34+00:00, ,149481386569515009,en,0,0,0,0,Twitter Web Client,I have now exited my NZD/USD and EUR/USD shorts for profits for +45 and +50 pips each. Cannot hover of my screens this morning.
417780679,MasterMesmer,False,33,120,3333,7,2011-12-21 13:06:43+00:00, ,149475887312666625,en,0,0,0,0,Twitter Web Client,We'll see if the EUR/USD breaks the 1.3053 lvl and if we get a bounce there or not.
127835834,pipaccumulator,False,3439,82,11892,47,2011-12-21 12:23:16+00:00, ,149464951696793600,en,0,0,0,0,Twitter Web Client,I am short EUR/USD from 1.3096 and NZD/USD from 0.7721. Very small positions with 35 pip stops. Targets for day below 1.3050 and 0.7640
380269116,JuliesPatTips,False,745,1064,602,5,2011-12-21 11:38:09+00:00, ,149453598676361216,en,0,0,0,1,Twitter Web Client,Spot EUR/USD:no move above 3200 provided the SELL set up. Progress down relies on 3068 and 3050 clearing.
84002161,scctrader,False,269,2609,1635,9,2011-12-21 11:01:00+00:00, ,149444251426627584,en,0,0,0,0,Twitter Web Client,"When the Fed was dishing out piles of cash, the market took it out of USD into Asia (China). This time expect mkt to sell EUR and buy USD"
239902477,ForexCommune,False,4462,5303,77880,47,2011-12-21 09:41:12+00:00, ,149424169652723712,en,0,0,0,0,dlvr.it,"[Update]   The Dec German IFO business climate rose +0.6 to 107.2, stronger-than-expectations of -0.6 to 106.0. Stocks and EUR/USD also..."
248402525,MaryColvard,False,3222,3776,71870,62,2011-12-21 09:41:10+00:00, ,149424157908664321,en,0,0,0,0,dlvr.it,"[News Now]   The Dec German IFO business climate rose +0.6 to 107.2, stronger-than-expectations of -0.6 to 106.0. Stocks and EUR/USD also..."
248379272,askobidcom,False,4669,5821,80657,57,2011-12-21 09:41:09+00:00, ,149424156356771840,en,0,0,0,0,dlvr.it,"[Breaking news]   The Dec German IFO business climate rose +0.6 to 107.2, stronger-than-expectations of -0.6 to 106.0. Stocks and EUR/USD..."
74198554,limpol_oi,False,584,654,5915,24,2011-12-21 09:34:04+00:00, ,149422372787720192,en,0,0,0,0,UberSocial for BlackBerry,EUR/USD and GOLD bullish
156592055,wirraltraders,False,930,508,6128,16,2011-12-21 09:14:27+00:00, ,149417436544892928,en,0,0,0,0,Twitter Web Client,sold au7ssie at ..84 and eur/usd at ..43
156592055,wirraltraders,False,930,508,6128,16,2011-12-21 09:04:56+00:00, ,149415040368386050,en,0,0,0,0,Twitter Web Client,sold eur/usd at 47 and cable at 33
383188100,FXspacetrader,False,903,304,39813,26,2011-12-21 09:03:38+00:00, ,149414714663911424,en,0,0,0,0,Twitter Web Client,EUR/USD  5 min chart above 20 ma and off it went also the 8am 4 hour pivot 13118.
350617348,NSILOSWELSH,False,882,1579,6844,20,2011-12-21 08:51:19+00:00, ,149411616469946369,en,0,0,0,0,Twitter for BlackBerry®,"I SPEAK THE UNIVERSAL LANGUAGE OF USD, EUR, JPY, GBP, AED, ZAR, ITL, PHP, AND EVEN PESO. TALK TO ME, I TALK BACK."
441420376,wanzohri,False,3,37,22,0,2011-12-21 08:31:33+00:00, ,149406641756962816,en,0,0,0,0,Twitter Web Client,Good. Market is moving up. Targeted to make +100 pips on EUR/USD and GBP/USD
234268954,uknewthinking,False,1611,36,11542,59,2011-12-21 08:23:21+00:00, ,149404577488318465,en,0,0,0,0,Twitter Web Client,Short covering again important in early Europe. EUR/USD approaches 1.3140 and GBP/USD breaks above 1.5710. Patience needed before selling
211764621,fxonefa,False,305,94,20960,4,2011-12-21 06:56:14+00:00, ,149382652825313280,en,0,0,0,0,Twitter Web Client,#ZAR stronger in am trade. USD 8.17 EUR 10.71 GBP 12.79. Gold and Equity markets higher.
158840198,DossInvestments,False,37,44,708,0,2011-12-21 06:26:06+00:00, ,149375068705787904,en,0,0,0,0,Twitter Web Client,Sell $EUR/USD at 1.3130 to scalp profit at 1.3105 for +25 and potentially sellin more if trend continues past 1.31000 @bullseyefx @BabyPips
261512512,RanchHandTips,False,1273,1831,49012,78,2011-12-21 06:00:11+00:00, ,149368545422225408,en,0,0,0,0,StockTwits Web,Just went back long AUD/USD EUR/USD and NZD/USD
5637492,GFMwrites,False,90,251,395,3,2011-12-21 02:34:55+00:00, ,149316891020763137,en,0,0,0,0,Twitter Web Client,EUR/USD testing the high resistance point right now. If it breaks and heads into the stratosphere watch the futures soar. $SPY $QQQ $VXX
412520478,gurupresario,False,91,193,492,4,2011-12-21 00:15:56+00:00, ,149281912568037376,en,0,0,2,0,Twitter for Android,And you're back at the .31 level..bleh #EUR/USD
212597510,leopardtrader,False,635,33,11944,36,2011-12-20 19:26:10+00:00, ,149208993234030592,en,0,0,0,0,StockTwits Web,"H&S formation figment of imagination. They dont make any sense and cant be relied for profitable trading. $EUR/USD, $SPX, AUD/JPY, $SPY, $GE"
5637492,GFMwrites,False,90,251,395,3,2011-12-20 18:50:52+00:00, ,149200109790437376,en,0,0,0,0,Twitter Web Client,@AnneMarieTrades $PCLN Hitting the HOD. I'm in 500 Weekly Calls and sitting pretty. EUR/USD shows strength and so do the markets in general.
40140781,Nataliem55,False,1455,1426,91361,47,2011-12-20 18:49:20+00:00, ,149199721825710080,en,0,0,0,0,Twitter for iPhone,rt“@TCommodity: Correlation between Eur/Usd and metals is loosening. Very interesting move in line with our forecasts #eurusd”
304899193,TCommodity,False,9617,304,27419,205,2011-12-20 18:43:39+00:00, ,149198290649493504,en,0,0,1,0,Echofon,Correlation between Eur/Usd and metals is loosening. Very interesting move in line with our forecasts #eurusd
301454026,PSchmeltzer,False,19,45,424,1,2011-12-20 18:23:21+00:00, ,149193183585247232,en,0,0,0,0,Twitter Web Client,bearish head and shoulders Eur/Usd .. Maybe an hour or 2 then selling at 1.3055.
34892800,CGB01,False,264,0,6868,15,2011-12-20 17:15:02+00:00, ,149175992836030464,en,0,0,0,0,Twitter Web Client,"I'm seeing it, just not buying into it.  Having a hard time today focusing.  Head and Shoulders being formed on M15 EUR/USD.  Right side..."
252584436,owsi1968,False,6376,366,53756,148,2011-12-20 17:12:40+00:00, ,149175393927184385,en,0,0,2,0,Twitter Web Client,@owsi1968 @maxw3st cracking start of a right shoulder on 30 min and 1 hr eur usd
171997888,YoungWallSt,False,867,315,11954,55,2011-12-20 17:10:31+00:00, ,149174854288019456,en,0,0,0,0,Twitter Web Client,EUR/USD trading between 100 EMA and 200 EMA.. Love to see a breach of 200EMA for a test of 1.305-1299 #fx
34661852,jeffbaskinfx,False,711,738,1473,14,2011-12-20 15:42:14+00:00, ,149152637613375488,en,0,0,0,0,Hootsuite,"#$CAD #AUD$ strengthening ag #eur and USD, #euro crosses weaker showing #eur still lagging even as it stregthens"
19700256,J0eyV,False,1697,1028,70232,55,2011-12-20 15:12:37+00:00, ,149145182477107201,en,0,0,0,1,Twitter for BlackBerry®,"Eur/Usd breaks above 1.3100, Dow and gold up!"
54325541,FXSavior,False,49,5,519,3,2011-12-20 14:55:30+00:00, ,149140876420059137,en,0,0,0,0,Facebook,I am short EUR/USD at 1.3124 with a stop at 1.3222 and a limit at 1.2895
212597510,leopardtrader,False,635,33,11944,36,2011-12-20 14:32:09+00:00, ,149135000971902976,en,0,0,0,0,StockTwits Web,"Those on the site $GBP/USD now 180pips, $NZD/JPY +130 pips among others. Taking 30/50% and stop to BEs. Targets unchanged. $EUR/USD tg 13500"
171997888,YoungWallSt,False,867,315,11954,55,2011-12-20 14:29:02+00:00, ,149134217043906560,en,0,0,0,0,Twitter Web Client,Looking to short EUR/USD GBP/USD AUD/USD and go long USD/CAD and USD/CHF when this all inevitably falls to pieces. #fx #mkt #riskmgmt
21183938,mhewson_CMC,False,27995,447,75400,1023,2011-12-20 13:56:58+00:00, ,149126144745152512,en,0,0,2,1,TweetDeck,"Everyone talking about this risk rally but $FTSE not following DAX, CAC higher and Dow looking to open higher EUR up v USD but down v GBP"
388654711,PipMonkeyPRO,False,300,927,690,1,2011-12-20 13:54:05+00:00, ,149125422234341376,en,0,0,3,0,Facebook,Bulls and Bears love some EUR/USD! another 40 pips!!
149236920,Allah_Koran,False,738,1052,1580,0,2011-12-20 13:37:10+00:00, ,149121162822156289,en,0,0,0,0,TweetDeck,"RT @FXDIRK: EUR/USD broke R"" @1,3083 now may target 1,31 resistance and 1,3116 &gt;&gt; don´t forget to stya nimble and book or lock trades"
156592055,wirraltraders,False,930,508,6128,16,2011-12-20 12:50:20+00:00, ,149109377817772032,en,0,0,0,0,Twitter Web Client,"sold eur/usd at ..70, aussie at ..91 and cable at ..34"
170707174,DCBorthwick,False,11599,926,56836,271,2011-12-20 12:38:36+00:00, ,149106423110967296,en,0,0,1,0,TweetDeck,"EUR: I am dipping back into long EUR/USD in our short term portfolio ... We went short at 1.3200, and now go long at 1.3064"
329045053,NickJRidley,False,221,408,358,7,2011-12-20 11:01:39+00:00, ,149082027210190848,en,0,0,0,0,Twitter Web Client,"would not be suprised to see EUR/USD to rally back to 14000, to kill the shorts, and create right shoulder of larger H&S"
29708582,FXDIRK,False,31586,3557,42550,503,2011-12-20 10:49:54+00:00, ,149079070213287936,en,0,0,0,0,Twitter Web Client,"EUR/USD broke R"" @1,3083 now may target 1,31 resistance and 1,3116 &gt;&gt; don´t forget to stya nimble and book or lock trades! #FXDIRK"
327484803,WSJCentralBanks,False,122889,10536,80941,3597,2011-12-20 10:36:45+00:00, ,149075758839631873,en,0,0,0,1,Twitter Web Client,A bit more perspective on those #EUR/USD gains after the Ifo data and Spanish t-bill auction: #EUR is weaker against #CHF and #GBP
145380594,Andres_vahopski,False,481,64,7030,24,2011-12-20 10:07:35+00:00, ,149068421374554112,en,0,0,0,0,Twitter Web Client,#EUR #GBP at day's highs vs #USD after a better Ifo data and a successful Spanish auction bolsters risk sentim in thinned pre-holiday trade
238177574,Doloris123,False,17,51,548,0,2011-12-20 09:55:05+00:00, ,149065275629772800,en,0,0,0,0,Twitter Web Client,"EUR/USD : Next offers,begin from around $1.3070 and extend to $1.3100."
404137063,ProvidePay,False,21,112,20767,0,2011-12-20 09:54:07+00:00, ,149065032112676864,en,0,0,0,0,dlvr.it,USD Index breaks out to the downside now on session lows at 80.16 (-0.2%); as such both EUR/USD and GBP/USD remain around the highs of...
271399768,BMFNNews,False,1478,1524,99495,39,2011-12-20 09:54:03+00:00, ,149065013745827842,en,0,0,0,0,dlvr.it,USD Index breaks out to the downside now on session lows at 80.16 (-0.2%); as such both EUR/USD and GBP/USD remain around the highs of...
145380594,Andres_vahopski,False,481,64,7030,24,2011-12-20 09:25:17+00:00, ,149057776688185344,en,0,0,0,0,Twitter Web Client,#EUR/USD Supranational is still seen on the sell side to cap gains and the pair just does not seem to have the impetus to break higher. #USD
173203697,ewforecast,False,30675,101,9329,485,2011-12-20 08:54:14+00:00, ,149049959780597761,en,0,0,0,0,TweetDeck,"Sweden cuts interest rates, send Eur/Sek sharply higher and pulls Eur/Usd and other majors with it"
85389537,GregaHorvatFX,False,26601,348,20708,969,2011-12-20 08:54:13+00:00, ,149049956873928704,en,0,0,0,6,TweetDeck,"Sweden cuts interest rates, send Eur/Sek sharply higher and pulls Eur/Usd and other majors with it"
234268954,uknewthinking,False,1611,36,11542,59,2011-12-20 08:49:30+00:00, ,149048769420341248,en,0,0,0,0,Twitter Web Client,EUR/USD spikes higher to 1.3030 as USD gives ground all round. GBP/USD breaks above 1.5550 and crude prices also rise
226457244,kisstvnews,False,83055,406,5753,155,2011-12-20 08:44:00+00:00, ,149047385643941888,en,0,0,0,1,Hootsuite,"Mid-Morning KES Snapshot: 83.77 to the USD, 109.20 to the EUR, 130.55 to the GBP and a 10.06 to the Rand."
36312409,Islamicbanking1,False,999,210,4628,15,2011-12-20 07:39:57+00:00, ,149031268103880705,en,0,0,0,0,Twitter for Mac,Example 1/5: Assuming that the client operates business in EUR and now has the obligation to pay USD in 4 months time.
259575814,sempuraiFX,False,56,10,2508,7,2011-12-20 03:45:51+00:00, ,148972351957123075,en,0,0,0,0,erased37970,EUR/USD continues to consolidate above 1.2946 temporary low for the moment and intraday bias remains neutral.
20927378,joelschafer,False,2293,1194,69363,34,2011-12-19 22:39:33+00:00, ,148895271181484035,en,0,0,1,0,TweetDeck,"$ es_f @ 1200 and eur/usd @ 1.30  as my good friend said,.""those are some round f'ing numbers"""
216939572,StoreUp,False,23,149,341,1,2011-12-19 21:17:49+00:00, ,148874700691484672,en,0,0,0,0,Twitter Web Client,"USD FRA/OIS SPRD 3M IMM1 up 15% today, EUR FRA/OIS SPRD 3M IMM1 down 22%?? Did someone rob $DB and deposit the ""goods"" at $BAC @zerohedge"
216939572,StoreUp,False,23,149,341,1,2011-12-19 21:16:54+00:00, ,148874472588460032,en,0,0,0,0,Twitter Web Client,"USD FRA/OIS SPRD 3M IMM1 up 15% today, EUR FRA/OIS SPRD 3M IMM1 down 22%??  Did someone rob $DB and deposit the ""goods"" at $BAC"
20945283,SunAndStormInv,False,2524,440,56822,92,2011-12-19 21:02:28+00:00, ,148870837360009216,en,0,0,1,0,Twitter Web Client,Taking position that GDX is still OK if GLD holds the prior breakout and dollar comes down from failed top of 81.44 near month. EUR/USD
212597510,leopardtrader,False,635,33,11944,36,2011-12-19 20:06:14+00:00, ,148856685258227712,en,0,0,0,0,Twitter Web Client,"Contacts suggesting #France and #Germany Credit Rating Affirmed by $S&P $EUR/USD, $SPX, $SPY,$AAPL, $AMZN"
395760689,1stLtNickJames,False,14,18,690,0,2011-12-19 19:35:15+00:00, ,148848889271824384,en,0,0,0,0,Twitter Web Client,"holding shorts on eur/usd, gbp/usd, and aud/usd"
212597510,leopardtrader,False,635,33,11944,36,2011-12-19 18:10:02+00:00, ,148827443594133504,en,0,0,0,0,StockTwits Web,"Plan: Buy/Sell the  Dip/Rally. When Dip/Rally comes..oh no ""looks like "" comes in and instead Sell/Buy Dip/Rally ?? Poor. $EUR/USD, $SPY,$GE"
376452787,pip_bandit,False,2,0,114,0,2011-12-19 16:10:24+00:00, ,148797338520010752,en,0,0,0,0,Twitter Web Client,eur/usd threatens support and moves back into sideways movement.
241325692,GrThoms,False,418,0,2627,3,2011-12-19 15:20:34+00:00,936b83f20956cd4c,148784798750621697,en,0,0,1,0,dlvr.it,some think eur goes then usd goes and we see HUGE changes in the world... One day at the time is the luxury i have a s a trader
65208304,panamaorange,False,1920,414,72022,91,2011-12-19 14:58:30+00:00, ,148779244124766208,en,0,0,1,0,Twitter Web Client,"$ES_F Interesting bullish divergence-- $VGK $EWG european stocks are up almost a percent, even as $XLF banks and $FXE eur/usd is red."
